id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<total arctic region prop>	score<total arctic region avg.year>	weight<USA arctic region prop>	score<USA arctic region avg.year>	weight<UK arctic region prop>	score<UK arctic region avg.year>	weight<Germany arctic region prop>	score<Germany arctic region avg.year>	weight<Canada arctic region prop>	score<Canada arctic region avg.year>	weight<Norway arctic region prop>	score<Norway arctic region avg.year>	weight<Russia arctic region prop>	score<Russia arctic region avg.year>	weight<France arctic region prop>	score<France arctic region avg.year>	weight<Peoples R China arctic region prop>	score<Peoples R China arctic region avg.year>	weight<Australia arctic region prop>	score<Australia arctic region avg.year>	weight<Japan arctic region prop>	score<Japan arctic region avg.year>	weight<Denmark arctic region prop>	score<Denmark arctic region avg.year>	weight<Sweden arctic region prop>	score<Sweden arctic region avg.year>	weight<Italy arctic region prop>	score<Italy arctic region avg.year>	weight<Netherlands arctic region prop>	score<Netherlands arctic region avg.year>	weight<Spain arctic region prop>	score<Spain arctic region avg.year>	weight<Finland arctic region prop>	score<Finland arctic region avg.year>	weight<Switzerland arctic region prop>	score<Switzerland arctic region avg.year>	weight<New Zealand arctic region prop>	score<New Zealand arctic region avg.year>	weight<South Korea arctic region prop>	score<South Korea arctic region avg.year>	weight<Poland arctic region prop>	score<Poland arctic region avg.year>	weight<AWI arctic region prop>	score<AWI arctic region avg.year>	weight<BAS arctic region prop>	score<BAS arctic region avg.year>	weight<NOAA arctic region prop>	score<NOAA arctic region avg.year>	weight<NIPR arctic region prop>	score<NIPR arctic region avg.year>	weight<AAD arctic region prop>	score<AAD arctic region avg.year>	weight<NPI arctic region prop>	score<NPI arctic region avg.year>	weight<KOPRI arctic region prop>	score<KOPRI arctic region avg.year>	weight<AARI arctic region prop>	score<AARI arctic region avg.year>	weight<PRIC arctic region prop>	score<PRIC arctic region avg.year>
darnley bay	-0.146	-0.4325	1	8	9	0.00686821048775741	2014.83333333333	0.006423226386614	2014	0	1990	0	1990	0.0350426352061675	2014.83333333333	0.0133146927634645	2011	0	1990	0	1990	0	1990	0	1990	0	1990	0.0116754232340922	2017	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0.0815328169588259	2011	0	2006	0	1996.5	0	2003
davis strait	0.0906	-0.3914	1	83	789	0.287320138737852	2008.41434262948	0.276198734624402	2009.20930232558	0.271866504171745	2012.93103448276	0.221137012807519	2011.04166666667	0.770937974535685	2008.71212121212	0.159776313161574	2010.83333333333	0.0338724701498857	2013.25	0.270392068499324	2010.83333333333	0.528114321217769	2013.23529411765	0.367840252233316	2015.42857142857	0.0956327701625757	2012	0.700525394045534	2007.93333333333	0.14014014014014	2011.42857142857	0.127064803049555	2009.5	0.113421550094518	2017	0.150943396226415	2012.5	0.0645577792123951	2013	0	1990	0.427350427350427	2007.5	0	1990	0.112951807228916	2014.66666666667	0.273722627737226	2012.75	0.278551532033426	2012	0.222531293463143	2007.375	0	1997	0	2000	0.285364859355891	2016.42857142857	0	2006	0	1996.5	0	2003
de long islands	-0.8727	0.0125	3	20	43	0.0125917192275553	2014.27272727273	0.00963483957992099	2018	0	1990	0.0184280844006266	2015.5	0.00584043920102792	2018	0.00665734638173224	2017	0.0846811753747142	2014.3	0	1990	0	1990	0	1990	0.0318775900541919	2014	0.0233508464681845	2016.5	0.04004004004004	2016.5	0	1990	0.0378071833648393	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0.131061598951507	2015	0	2003
denmark strait	0.739	0.2483	7	48	549	0.401790313533809	2007.50712250712	0.446414233869673	2008.28057553957	0.553107715383894	2009.28813559322	0.958260388832581	2007.42307692308	0.262819764046256	2006.88888888889	0.38612609014047	2011.25862068966	0.127021763062071	2010.66666666667	0.608382154123479	2007.7037037037	0.155327741534638	2011	0.367840252233316	2013.28571428571	0.0956327701625757	2010.66666666667	0.256859311150029	2007.13636363636	0.38038038038038	2005.42105263158	0.508259212198221	2013.625	0.453686200378072	2010.5	0.30188679245283	2012	0.484183344092963	2005.33333333333	0.320341697810998	2015	0.427350427350427	2008.5	0.111482720178372	2015	0.150602409638554	2012.25	0.479014598540146	2009	0.139275766016713	2009	0.139082058414465	2003	0	1997	0	2000	0.285364859355891	2014.85714285714	0	2006	0	1996.5	0	2003
devon island	-0.0209	-0.3545	1	55	255	0.232374454835793	2005.39408866995	0.247294215884639	2005.42857142857	0.24374238305053	2005.80769230769	0.0921404220031328	2001.9	0.800140170540825	2006.16058394161	0	1990	0.0254043526124143	2000	0.135196034249662	2009.33333333333	0.186393289841566	2008.16666666667	0.630583289542827	2010.41666666667	0.0318775900541919	2012	0.0700525394045534	2003.33333333333	0.14014014014014	2006.28571428571	0.0635324015247776	2006	0.151228733459357	2008	0.150943396226415	1999	0.0322788896061975	2018	0.213561131873999	2007.25	0.213675213675214	2002	0.111482720178372	2019	0.150602409638554	2009.75	0	1994.5	1.67130919220056	2004.16666666667	0.0278164116828929	2012	0.148588410104012	2012	1.04166666666667	2009	0	1995	0	2006	0	1996.5	0	2003
dikson	-0.3479	0.3199	2	12	12	0.00457880699183828	2008	0.003211613193307	1994	0	1990	0.00921404220031328	2011	0.0116808784020558	2013.5	0.00665734638173224	2011	0.0254043526124143	2005.33333333333	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0228102189781022	2011	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
diomede island	-0.4392	-0.7605	8	9	26	0.0114470174795957	2009.9	0.028904518739763	2009.44444444444	0	1990	0	1990	0.0116808784020558	2011.5	0	1990	0.00846811753747142	2015	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.111482720178372	2007	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0.216919739696312	2007	0	1996.5	0	2003
disko bay	0.348	-0.1782	5	42	259	0.154534735974542	2009.41481481481	0.0995600089925169	2009.90322580645	0.13124589856567	2013.28571428571	0.147424675205012	2012.625	0.116808784020558	2007.8	0.113174888489448	2010.94117647059	0.00846811753747142	2011	0.0225326723749437	2011	0.0310655483069276	2018	0.0525486074619023	2011	0	1990	1.19089316987741	2008.57843137255	0.18018018018018	2012.11111111111	0.0635324015247776	2018	0.0756143667296786	2015	0.150943396226415	2012	0.0645577792123951	2013.5	0.106780565936999	2010	0.213675213675214	2014	0	1990	0.112951807228916	2015.66666666667	0.0456204379562044	2009.5	0.139275766016713	2017	0.139082058414465	2008.6	0	1997	0	2000	0.122299225438239	2016.33333333333	0	2006	0	1996.5	0	2003
disko island	0.4051	0.0183	5	30	201	0.128206595771472	2006.76785714286	0.057809037479526	2006.88888888889	0.140620605606075	2007.4	0.0737123376025062	2004.25	0.116808784020558	2007.5	0.0532587710538579	2011.625	0.0423405876873571	2010.8	0.0901306894997747	2008.5	0	1990	0.105097214923805	2000.5	0.0318775900541919	2000	0.88733216579101	2007.47368421053	0.12012012012012	2011.66666666667	0.127064803049555	2011.5	0	1990	0.150943396226415	2014	0	1990	0.106780565936999	2012	0	1990	0	1990	0.0376506024096386	2015	0.0456204379562044	2004.5	0	1994	0	1992	0	1997	0	2000	0.040766408479413	2000	0	2006	0	1996.5	0	2003
dixon entrance	-0.2448	-0.9326	8	3	9	0.0377751576826658	2003.24242424242	0.041750971512991	2005.69230769231	0	1990	0	1990	0.151851419226726	2002.61538461538	0.00665734638173224	2002	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.02002002002002	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0.166898470097357	2011.83333333333	0	1997	0	2000	0.040766408479413	2002	0	2006	0	1996.5	0	2003
dmitry laptev strait	-0.8564	-0.066	3	4	9	0.0103023157316361	2011.44444444444	0.006423226386614	2007.5	0.00937470704040499	2017	0.0552842532018797	2012	0.00584043920102792	2011	0	1990	0.0677449402997714	2011.625	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.111482720178372	2005	0	1990	0.136861313868613	2012	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
drangajokull	1.2904	0.668	7	6	14	0.0206046314632722	2015.22222222222	0.025692905546456	2015	0	1990	0	1990	0.0116808784020558	2018.5	0.0399440782903934	2015.33333333333	0	1990	0.0901306894997747	2015.75	0	1990	0.0525486074619023	2008	0	1990	0.0583771161704612	2015.6	0.02002002002002	2016	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0376506024096386	2008	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
dundas	0.0646	-0.3027	5	12	22	0.00915761398367655	2005.375	0.003211613193307	2007	0	1990	0	1990	0.0233617568041117	2004.25	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0350262697022767	2006.33333333333	0.02002002002002	1999	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
east bay	0.0512	-0.5941	6	5	21	0.0194599297153127	2007.47058823529	0.00963483957992099	2010	0	1990	0	1990	0.0992874664174746	2007.47058823529	0	1990	0	1990	0	1990	0	1990	0.0525486074619023	2018	0	1990	0.0116754232340922	2017	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
east siberian sea	-0.7681	-0.0607	3	75	981	0.322805892924599	2010.42907801418	0.41750971512991	2009.44615384615	0.196868847848505	2013.85714285714	0.331705519211278	2009.97222222222	0.192734493633921	2008.93939393939	0.0998601957259836	2011.86666666667	1.13472775002117	2011.14925373134	0.067598017124831	2015.66666666667	0.465983224603914	2015.13333333333	0.105097214923805	2016.5	0.446286260758687	2012.35714285714	0.0934033858727379	2013.875	0.860860860860861	2013.32558139535	0.508259212198221	2016.75	0.151228733459357	2018.25	0.0754716981132076	2007	0.12911555842479	2014	0.106780565936999	2011	0	1990	1.56075808249721	2014.5	0.112951807228916	2017.33333333333	0.52463503649635	2010.39130434783	0.139275766016713	2010	0.222531293463143	2008.5	0.445765230312036	2015	0	2000	0.122299225438239	2006.66666666667	1.30151843817787	2016.66666666667	1.44167758846658	2007.18181818182	0	2003
east siberian shelf	-0.8186	-0.0576	3	27	107	0.0309069471949084	2010.51851851852	0.041750971512991	2011.30769230769	0.00937470704040499	2016	0.0460702110015664	2009.2	0.0175213176030838	2017	0.0133146927634645	2016.5	0.143957998137014	2011.88235294118	0.0225326723749437	2016	0.0621310966138552	2010	0	1990	0	1990	0.0116754232340922	2017	0.16016016016016	2010.5	0.0635324015247776	2016	0	1990	0	1990	0.0322788896061975	2016	0.0533902829684997	2016	0	1990	0	1990	0	1990	0.0456204379562044	2014.5	0	1994	0.0278164116828929	2016	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
edgeoya	-0.0959	0.6994	4	29	142	0.0560903856500189	2008.24489795918	0.006423226386614	2017.5	0.0562482422424299	2004.66666666667	0.0184280844006266	2007	0	1990	0.239664469742361	2009.58333333333	0	1990	0	1990	0.0310655483069276	2018	0	1990	0.0318775900541919	2008	0.0583771161704612	2000.4	0.18018018018018	2002.33333333333	0.127064803049555	2017.5	0.113421550094518	2009.66666666667	0.0754716981132076	2017	0	1990	0.106780565936999	2017	0	1990	0	1990	0.301204819277108	2013.625	0	1994.5	0	1994	0	1992	0	1997	0	2000	0.326131267835304	1997.625	0	2006	0	1996.5	0	2003
ellef ringnes island	-0.1985	-0.2495	1	23	68	0.0331963506908275	2009.31034482759	0.022481292353149	2010.28571428571	0.0562482422424299	2013.66666666667	0.0368561688012531	2014.75	0.128489662422614	2009.54545454545	0	1990	0.00846811753747142	2018	0	1990	0	1990	0.0525486074619023	2015	0	1990	0	1990	0.02002002002002	2004	0	1990	0	1990	0	1990	0	1990	0.0533902829684997	2011	0	1990	0	1990	0.0376506024096386	2017	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
ellesmere island	-0.0741	-0.3884	1	101	992	0.684531645279822	2005.50334448161	0.562032308828725	2006.14285714286	0.599981250585919	2006.609375	0.377775730212844	2012.12195121951	2.38873963322042	2005.06112469438	0.166433659543306	2009.28	0.0677449402997714	2004.75	0.315457413249211	2004.85714285714	0.155327741534638	2013.8	0.578034682080925	2010.63636363636	0.82881734140899	2007.57692307692	0.396964389959136	2009.58823529412	0.500500500500501	2009.16	0.254129606099111	2015.25	0.378071833648393	2008.9	0.60377358490566	2010.375	0.161394448030988	2006.8	0.373731980779498	2000.28571428571	0.427350427350427	2008.5	0.111482720178372	2017	0.414156626506024	2010.90909090909	0.136861313868613	2014.66666666667	0.696378830083566	2012.4	0.111265646731572	2010.5	2.37741456166419	2012.1875	1.04166666666667	2017	0.285364859355891	2006.14285714286	0.216919739696312	2017	0.131061598951507	1999	0	2003
elwin bay	0.0147	-0.3848	1	4	5	0.00228940349591914	1994	0	1990	0.00937470704040499	1994	0	1990	0.0116808784020558	1994	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0.139275766016713	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
etah	0.1787	-0.3525	5	3	7	0.00343410524387871	2016	0.006423226386614	2014.5	0	1990	0.00921404220031328	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0.0525486074619023	2019	0	1990	0	1990	0	1990	0.0635324015247776	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0.111482720178372	2019	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0.216919739696312	2019	0	1996.5	0	2003
eurasian basin	-0.6168	0.0077	9	60	911	0.285030735241933	2007.68273092369	0.38539358319684	2006.60833333333	0.24374238305053	2006.26923076923	0.875334009029761	2007.63157894737	0.268660203247284	2006.63043478261	0.166433659543306	2009.68	0.4742145820984	2012.41071428571	0.360522757999099	2009.9375	0.186393289841566	2013.66666666667	0.157645822385707	2018.33333333333	0.286898310487727	2013.55555555556	0.128429655575015	2010.36363636364	0.680680680680681	2006.08823529412	0.0635324015247776	1999	0.491493383742911	2014.38461538462	0.226415094339623	2014.33333333333	0.419625564880568	2009.15384615385	0.373731980779498	2006.71428571429	0	1990	0	1990	0.26355421686747	2012.14285714286	1.36861313868613	2008.28333333333	0.278551532033426	2013.5	0.111265646731572	2007.5	0	1997	0	2000	0.489196901752956	2013.91666666667	0	2006	2.35910878112713	2010.88888888889	0	2003
eureka	-0.0508	-0.2998	1	36	210	0.109891367804119	2008.86458333333	0.144522593698815	2010.71111111111	0.103121777444455	2012.72727272727	0.0921404220031328	2014.6	0.467235136082233	2009.3875	0.026629385526929	2010.75	0.00846811753747142	2018	0.180261378999549	2011.375	0	1990	0.210194429847609	2016	0.191265540325151	2011.5	0	1990	0	1990	0.0635324015247776	2015	0.113421550094518	2002	0	1990	0.0322788896061975	2019	0	1990	0	1990	0	1990	0	1990	0.0912408759124088	2014.5	0	1994	0.305980528511822	2014.90909090909	0.594353640416048	2010.5	0	2000	0	1995	0	2006	0.131061598951507	2018	0	2003
eyjafjallajokull	1.2787	0.6618	7	15	31	0.432697260728717	2013.39682539683	0.202331631178341	2013.69841269841	1.21871191525265	2013.46923076923	0.746337418225376	2013.32098765432	0.0408830744071954	2013.57142857143	0.219692430597164	2013.33333333333	0.0931492929121856	2014.18181818182	0.92383956737269	2012.92682926829	0.279589934762349	2014.55555555556	0.367840252233316	2014.42857142857	0.0956327701625757	2013.66666666667	0.10507880910683	2014	0.42042042042042	2013.38095238095	3.81194409148666	2013.83333333333	0.604914933837429	2012.875	1.58490566037736	2014.09523809524	0.322788896061975	2015	1.33475707421249	2013.44	0.854700854700855	2015	0.222965440356745	2016	0.338855421686747	2013.11111111111	0.0684306569343066	2013.33333333333	0.139275766016713	2012	0.278164116828929	2013.9	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
faroe islands	1.1791	0.5744	7	28	188	0.879130942432949	2008.54036458333	0.488165205382664	2007.63157894737	1.49057841942439	2009.76100628931	0.50677232101723	2009.85454545455	0.227777128840089	2010.94871794872	0.852140336861727	2008.9453125	0.0762130578372428	2015.77777777778	0.721045515998197	2009.25	0.310655483069276	2011.6	0.578034682080925	2014.09090909091	0.446286260758687	2006	5.07880910683012	2008.74252873563	2.02202202202202	2008.90099009901	1.01651842439644	2012.5	0.604914933837429	2010.625	1.73584905660377	2008.34782608696	0.774693350548741	2013.29166666667	0.587293112653497	2012.36363636364	0.641025641025641	2000.66666666667	0	1990	0.225903614457831	2013.66666666667	0.0228102189781022	2019	0	1994	0.0834492350486787	2006.66666666667	0	1997	0	2000	0.203832042397065	2012	0	2006	0	1996.5	0	2003
fauske	-0.3663	0.5666	2	1	3	0.00457880699183828	2008.25	0	1990	0.00937470704040499	2013	0	1990	0	1990	0.026629385526929	2008.25	0.00846811753747142	2013	0	1990	0	1990	0	1990	0	1990	0	1990	0.02002002002002	2009	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
finnmark	-0.3724	0.5386	2	40	267	0.432697260728717	2007.61375661376	0.067443877059447	2009.14285714286	0.33748945345458	2008.36111111111	0.156638717405326	2007.58823529412	0.0584043920102792	2011.7	2.17029492044471	2008.01840490798	0.101617410449657	2003.5	0.0901306894997747	2008	0.0621310966138552	2007.5	0.262743037309511	2006.4	0.0318775900541919	1999	0.10507880910683	2009.22222222222	0.640640640640641	2008.09375	0.127064803049555	2017.5	0.302457466918715	2007.625	0.452830188679245	2015.66666666667	0.290510006455778	2011.88888888889	0.213561131873999	2014.25	0.213675213675214	2012	0	1990	0.0753012048192771	2016.5	0	1994.5	0	1994	0	1992	0	1997	0	2000	0.244598450876478	2014.33333333333	0	2006	0	1996.5	0	2003
fleming fjord	2.939	-0.3298	26	1	11	0.0137364209755148	2009.66666666667	0.022481292353149	2004.57142857143	0.01874941408081	2015.5	0.0184280844006266	2017.5	0	1990	0	1990	0	1990	0	1990	0	1990	0.0525486074619023	2008	0	1990	0.0817279626386457	2011.14285714286	0.02002002002002	2014	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0376506024096386	2014	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
forlandsundet	0.0358	0.6506	4	11	54	0.024038736707151	2002.71428571429	0.022481292353149	2002.57142857143	0	1990	0.0368561688012531	2000	0	1990	0.0599161174355902	1999.66666666667	0.0254043526124143	1994	0.0450653447498873	2004	0	1990	0	1990	0.0318775900541919	2004	0	1990	0.04004004004004	1999.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.225903614457831	2008.83333333333	0.0456204379562044	2003.5	0	1994	0	1992	0	1997	0	2000	0.0815328169588259	1995	0	2006	0	1996.5	0	2003
fort conger	-0.0902	-0.4836	1	5	9	0.00343410524387871	2013.33333333333	0.003211613193307	2014	0	1990	0	1990	0.0116808784020558	2013	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
fosheim peninsula	-0.0904	-0.4088	1	12	49	0.0297622454469488	2006.11538461538	0.012846452773228	2009.25	0.028124121121215	2003.33333333333	0	1990	0.146010980025698	2006.32	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0116754232340922	2016	0	1990	0.0635324015247776	2010	0	1990	0	1990	0.0322788896061975	2014	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
foxe basin	-0.01	-0.5695	1	39	235	0.113325473047997	2008.34343434343	0.054597424286219	2009.17647058824	0.0656229492828349	2010.57142857143	0.00921404220031328	2016	0.443873379278122	2009.39473684211	0.0133146927634645	2014.5	0	1990	0.135196034249662	2011.5	0.0310655483069276	2014	0	1990	0	1990	0.0934033858727379	2000.75	0.0800800800800801	2008.5	0	1990	0.0378071833648393	1994	0	1990	0	1990	0.106780565936999	2008.5	0	1990	0	1990	0	1990	0.0228102189781022	2016	0	1994	0.0278164116828929	2012	0	1997	0	2000	0.040766408479413	2014	0	2006	0	1996.5	0	2003
fram strait	-0.2958	0.1669	12	78	2375	1.06571732735036	2008.73254564984	0.966695571185407	2007.46511627907	1.03121777444455	2010.55454545455	3.66718879572468	2008.49246231156	0.665810068917183	2009.28070175439	1.75088209839558	2011.41825095057	0.694385638072657	2010.53658536585	1.14916629112213	2010.03921568627	1.08729419074247	2016.14285714286	0.788229111928534	2012.8	0.765062161300606	2010.75	0.478692352597782	2011.36585365854	1.24124124124124	2008.35483870968	1.08005082592122	2011.70588235294	0.756143667296786	2010.1	1.81132075471698	2012.16666666667	1.22659780503551	2009.81578947368	0.640683395621997	2013.25	0.427350427350427	2015.5	0.222965440356745	2016.5	2.10843373493976	2012.55357142857	6.2271897810219	2009.85714285714	1.53203342618384	2013.36363636364	0.723226703755216	2007.19230769231	0.445765230312036	2016	2.08333333333333	2017	3.62821035466775	2011.83146067416	0.216919739696312	2014	3.53866317169069	2010.11111111111	1.79372197309417	2018
franklin bay	-0.1039	-0.4764	1	19	64	0.0515115786581806	2009.71111111111	0.022481292353149	2008.85714285714	0.01874941408081	2012	0	1990	0.186894054432893	2009.59375	0.0199720391451967	2010	0	1990	0	1990	0	1990	0	1990	0.0637551801083838	2012	0.0233508464681845	2004	0	1990	0	1990	0	1990	0.528301886792453	2009	0	1990	0	1990	0	1990	0	1990	0.0376506024096386	2009	0	1994.5	0	1994	0	1992	0.148588410104012	2016	0	2000	0.040766408479413	2011	0	2006	0	1996.5	0	2003
franz josef land	-0.4321	0.3314	19	81	608	0.258702595038863	2007.33628318584	0.173427112438578	2006.90740740741	0.234367676010125	2005.12	0.128996590804386	2006.5	0.0584043920102792	2015.2	0.366154050995273	2006.76363636364	1.05004657464646	2008.79838709677	0.112663361874718	2011	0.0621310966138552	2019	0.0525486074619023	2006	0.0637551801083838	2003	0.116754232340922	2008.2	0.34034034034034	2009.11764705882	0.0635324015247776	1999	0.302457466918715	2008.875	0.0754716981132076	2016	0.161394448030988	2013.8	0.160170848905499	2015.33333333333	0	1990	0	1990	0.376506024096386	2005.8	0.159671532846715	2006	0.278551532033426	2010	0.0278164116828929	2005	0	1997	0	2000	1.01916021198532	2003.32	0	2006	1.70380078636959	2011.76923076923	0	2003
fridtjovbreen	0.1029	1.0946	4	5	15	0.0103023157316361	2006.77777777778	0.003211613193307	2005	0.0374988281616199	2004.5	0	1990	0	1990	0.0133146927634645	2010	0.0169362350749428	2002.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0378071833648393	2005	0	1990	0	1990	0.0533902829684997	2003	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
frigg fjord	0.2218	-0.1495	17	2	2	0.00114470174795957	2008	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0116754232340922	2008	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0	1997	0	2000	0	1995	0	2006	0	1996.5	0	2003
frobisher bay	-0.0061	-0.5302	6	33	74	0.0412092629265445	2004.13888888889	0.038539358319684	2000.75	0	1990	0	1990	0.146010980025698	2006.88	0	1990	0.00846811753747142	2001	0	1990	0	1990	0	1990	0.0318775900541919	1997	0	1990	0.02002002002002	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1994.5	0	1994	0	1992	0.148588410104012	1997	0	2000	0	1995	0	2006	0.131061598951507	2001	0	2003
gakkel ridge	-0.6352	0.0604	9	40	334	0.163692349958218	2008.48951048951	0.19269679159842	2008.91666666667	0.0937470704040499	2011.4	0.571270616419423	2005.96774193548	0.0642448312113071	2007.72727272727	0.0865455029625191	2010.84615384615	0.262511643661614	2011.12903225806	0.24785939612438	2010.90909090909	0.217458838148493	2012.42857142857	0.157645822385707	2012.66666666667	0.255020720433535	2006.5	0.0817279626386457	2012.28571428571	0.32032032032032	2005.875	0.0635324015247776	2012	0.189035916824197	2015.6	0	1990	0.0968366688185926	2008.33333333333	0.106780565936999	2012.5	0	1990	0	1990	0	1990	0.798357664233577	2006.54285714286	0	1994	0.166898470097357	2006.66666666667	0	1997	0	2000	0	1995	0	2006	0.131061598951507	2002	0	2003
greenland	0.7901	-0.0727	5	243	11778	17.4521228493916	2007.97428833792	17.6028519125157	2008.14103265827	27.1022780538108	2009.47630577655	20.4643877268958	2008.27375056281	11.4180586380096	2008.69565217391	11.4439784301977	2009.30715532286	5.08087052248285	2008.90333333333	29.7881928796755	2008.02193645991	19.9751475613545	2012.71228615863	33.315817130846	2010.02839116719	14.121772394007	2009.46726862303	48.4880326911851	2008.50300987238	19.7997997997998	2009.93629929221	23.9517153748412	2010.72944297082	28.9224952741021	2010.50849673203	27.8490566037736	2011.9810298103	9.26404131697869	2009.85714285714	36.7325146823278	2009.94331395349	31.1965811965812	2010.45890410959	12.3745819397993	2013.15315315315	8.13253012048193	2012.06944444444	13.9826642335766	2008.24306688418	29.9442896935933	2009.84651162791	8.51182197496523	2009.30065359477	14.5616641901932	2011.0306122449	26.0416666666667	2011.24	7.99021606196494	2009.84693877551	11.0629067245119	2015.13725490196	7.07732634338139	2005.03703703704	4.48430493273543	2012.3
greenland ice sheet	0.7532	-0.0158	5	93	2818	2.4038736707151	2010.2280952381	3.87320551112824	2010.14262023217	5.24046123558639	2012.42933810376	2.56150373168709	2009.48201438849	1.15640696180353	2011.52525252525	1.09846215298582	2012.66060606061	0.279447878736557	2011.24242424242	3.9206849932402	2009.41954022989	2.23671947809879	2015.19444444444	2.57488176563321	2012.59183673469	2.48645202422697	2012.92307692308	4.85697606538237	2011.83413461538	1.54154154154154	2012.57142857143	1.96950444726811	2014.32258064516	9.26275992438563	2012.17551020408	2.0377358490566	2014.88888888889	1.00064557779212	2011.16129032258	7.20768820074746	2011.98518518519	3.84615384615385	2014.11111111111	1.67224080267559	2013.46666666667	0.414156626506024	2013.81818181818	2.71441605839416	2008.10924369748	6.96378830083566	2011.18	1.36300417246175	2012.91836734694	3.12035661218425	2012.47619047619	5.20833333333333	2013.4	0.69302894415002	2014.11764705882	1.95227765726681	2014.55555555556	0.655307994757536	2011.6	0	2003
