id	label	sublabel	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<no patents>	score<평균출원연도>	weight<특허청 중국>	weight<특허청 WIPO>	weight<특허청 한국>	weight<특허청 미국>	weight<특허청 러시아>	weight<특허청 EPO>	weight<출원인국가 미국>	weight<출원인국가 중국>	weight<출원인국가 대한민국>	weight<출원인국가 독일>	weight<출원인국가 러시아>	weight<출원인국가 칠레>	weight<출원인국가 일본>	weight<출원인기관 DAEWOO>	weight<출원인기관 KIOST>	weight<출원인기관 CONOCOPHILLIPS>	weight<출원인기관 PRIC>	weight<출원인기관 AWI>
F24S	F24S	태양열 집열기; 태양열 시스템	태양열 집열기; 태양열 시스템 (태양에너지로부터 기계적 동력 생산을 위한 것 F03G6/00)	-0.7206	-0.3213	5	3	48	8	2004.125	0	1.388888889	0	1.5625	0	1.388888889	1.19047619	0	0	11.42857143	0	0	0	0	0	0	0	0
F25J	F25J	기체 또는 기체 기화물의 가압 및 냉각처리	기체 또는 기체 {또는 액화 기체의} 기화물의 가압 및 냉각처리 {또는 초임계상태로 불러옴으로써 액화, 응고 또는 분리(극저온 펌프 F04B 37/08; 기체저장도관, 기체탱크 F17; 압축, 액화 또는 응고 기체의 주입 또는 기화 F17C; 냉동기계, 플랜트 또는 시스템 F25B)}	-1.0526	0.1271	2	3	10	5	2017.4	0	0	1.492537313	0	1.639344262	0	0	0	0.653594771	0	16	0	0	1.587301587	0	0	0	0
G01C	G01C	거리, 고저 또는 방위 측정	거리, 고저 또는 방위 측정; 측량; 항법; 자이로스코프 기구; 사진측량 또는 영상측량 (액위의 측정 G01F; 무선 내비게이션, 전파효과(propagation effects)를 이용하는 거리 또는 속도 결정, 예. 도플러 효과, 전파 시간, 무선파의 것, 다른 파를 이용하는 유사한 설비 G01S)	-0.4752	0.4977	4	3	16	8	2015.125	0.369685767	0.694444444	2.23880597	1.5625	0	0	1.785714286	0	1.960784314	0	0	0	0	0	2.127659574	5.263157895	2.941176471	0
G01N	G01N	화학적 또는 물리적 특성을 결정하는 것에 의한 재료의 조사 또는 분석	화학적 또는 물리적 특성을 결정하는 것에 의한 재료의 조사 또는 분석 (효소 또는 미생물을 포함하는 면역 분석 이외의 측정 또는 테스트 프로세스 C12M, C12Q)	0.0408	0.3162	4	7	32	26	2016.192308	2.402957486	4.861111111	0	1.5625	0.819672131	1.388888889	1.19047619	3.773584906	0	11.42857143	4	0	0	0	0	0	5.882352941	21.05263158
G01R	G01R	전기변량의 측정	전기변량의 측정; 자기변량의 측정(공진회로의 알맞는 튜닝 지시 H03J3/12)	-0.1167	0.3512	4	5	24	8	2013.875	0.554528651	1.388888889	0.746268657	1.5625	0	0	1.785714286	0.628930818	0.653594771	0	0	0	0	0	0	0	5.882352941	0
G01S	G01S	무선에 의한 방위결정	무선에 의한 방위결정; 무선 항행; 전파의 사용에 의한 거리 또는 속도의 결정; 전파의 반사 또는 재방사의 사용에 의한 위치 또는 존재 감지; 기타의 파류를 사용하는 유사한 장치	-0.432	0.4861	4	5	10	9	2015.333333	0.924214418	1.388888889	0	1.5625	0	0	2.380952381	0.628930818	0	0	0	0	0	0	0	7.894736842	2.941176471	0
G01V	G01V	지구 물리학; 중력측정; 질량 또는 물체 감지; 태그(TAGS)	지구 물리학; 중력측정; 질량 또는 물체 감지; 태그(TAGS) (사고로 매장된 위치를 알리기 위한 수단, 예. 눈에 묻힌 사람 A63B29/02)	-0.1771	0.3755	4	6	26	18	2010.222222	0.369685767	4.166666667	0	4.6875	1.639344262	1.388888889	7.142857143	0	0	0	0	0	0	0	0	2.631578947	0	0
G06K	G06K	데이터의 인식; 데이터의 표시; 기록 매체; 기록매체의 취급	데이터의 인식; 데이터의 표시; 기록 매체; 기록매체의 취급	-0.4428	0.4903	4	2	4	5	2016.2	0.739371534	0.694444444	0	0	0	0	0.595238095	0.628930818	0	0	0	0	0	0	0	2.631578947	8.823529412	0
H02S	H02S	적외선, 가시광선 또는 자외선의 변환에 의한 전력의 발생	적외선, 가시광선 또는 자외선의 변환에 의한 전력의 발생, 예. 광전지[PV] 모듈을 이용하는 것 (방사선원부터 전기 에너지를 얻는 것 G21H1/12; 광감 무기 반도체 장치 H01L31/00; 열전장치 H01L35/00; 초전장치 H01L37/00; 광감 유기 반도체 장치 H01L51/42)	-0.7129	-0.2852	5	7	68	12	2007.333333	0.369685767	1.388888889	0	2.34375	0	1.388888889	1.19047619	0.628930818	0	11.42857143	0	0	0	0	0	0	2.941176471	0
H05B	H05B	전기가열; 달리 분류되지 않는 전기조명 	전기가열; 달리 분류되지 않는 전기조명 	-0.1976	0.3481	4	4	10	5	2017.6	0.184842884	0	2.985074627	0	0	0	0	0.628930818	2.614379085	0	0	0	0	0	0	0	0	0
Y02A	Y02A	기후변화에 적응을 위한 기술	기후변화에 적응을 위한 기술	0.1534	-0.0507	3	27	202	78	2013.115385	10.72088725	3.472222222	0.746268657	3.125	4.918032787	0	2.976190476	10.06289308	0.653594771	8.571428571	0	0	0	0	2.127659574	0	2.941176471	0
Y02B	Y02B	건축물과 관련된 기후 변화 완화 기술	건축물과 관련된 기후 변화 완화 기술, 예. 주택 및 가정용 기기 또는 관련된 엔드-유저 어플리케이션	-0.7356	-0.3123	5	14	118	19	2007.263158	0.739371534	2.083333333	0	3.125	0.819672131	4.166666667	1.19047619	0.628930818	0	11.42857143	0	0	0	0	0	0	2.941176471	0
Y02E	Y02E	온실 가스방출의 감축, 에너지 생산, 전송 또는 분배에 관련되는 것	온실 가스 [GHG] 방출의 감축, 에너지 생산, 전송 또는 분배에 관련되는 것	-0.521	-0.2038	5	18	158	49	2010.142857	3.512014787	6.944444444	2.985074627	3.90625	2.459016393	2.777777778	1.19047619	3.144654088	4.575163399	28.57142857	0	0	5	0	8.510638298	0	5.882352941	10.52631579
Y02P	Y02P	상품의 생산 또는 공정의 기후 변동 완화 기술	상품의 생산 또는 공정의 기후 변동 완화 기술	0.4157	-0.0829	3	15	122	34	2014.911765	5.73012939	0	0.746268657	0.78125	0.819672131	0	0	6.918238994	0.653594771	0	0	0	0	0	2.127659574	0	0	0
Y02T	Y02T	교통과 관련한 기후변화 경감 기술	교통과 관련한 기후변화 경감 기술	-1.0448	-0.0114	2	16	124	37	2013.135135	0.739371534	0.694444444	16.41791045	2.34375	1.639344262	2.777777778	0	0.628930818	12.41830065	0	8	0	30	22.22222222	0	0	0	0
Y02W	Y02W	폐수처리 또는 폐기물 관리와 관련된 기후 변화 경감 기술	폐수처리 또는 폐기물 관리와 관련된 기후 변화 경감 기술	0.6968	-0.192	3	6	20	7	2006.714286	0.554528651	0.694444444	0	0.78125	0	1.388888889	0	0	0	0	0	0	0	0	0	0	0	0
Y10S	Y10S	이전 USPC 상호 참조 아트 컬렉션[XRACs] 및 요약에 의해 분류되는 기술 주제	이전 USPC 상호 참조 아트 컬렉션[XRACs] 및 요약에 의해 분류되는 기술 주제	0.8983	-0.2277	3	6	32	7	2002.714286	0	0.694444444	1.492537313	0	0	0	0.595238095	0	1.307189542	0	0	0	0	0	2.127659574	0	0	0
Y10T	Y10T	설명없음	설명없음	-0.1649	0.3461	4	4	14	10	2004.1	0	0.694444444	0.746268657	5.46875	0	1.388888889	1.785714286	0	0	0	0	0	15	0	0	0	0	0
